strain	accession	virus	date	country	source	sequence_locus	subtype
HCoV_OC43/Yamagata.JPN/02.2015_0077_spike	LC506845_spike	seasonal_corona	2015-01-XX	japan	spike	oc43	beta
HCoV_OC43/FRA_EPI/Caen/1967/VR759_spike	KF963229_spike	seasonal_corona	1967-XX-XX	france	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/04.2010_0251_spike	LC506768_spike	seasonal_corona	2010-01-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/19.2015_0902_spike	LC506916_spike	seasonal_corona	2015-05-XX	japan	spike	oc43	beta
OC43/human/USA/991_5/1999_spike	KF530081_spike	seasonal_corona	1999-01-07	usa	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/20.16_0885_spike	LC331089_spike	seasonal_corona	2016-05-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/04.2015_0210_spike	LC506868_spike	seasonal_corona	2015-01-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/50.2017_2568_spike	LC506947_spike	seasonal_corona	2017-12-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/06.2014_0375_spike	LC506831_spike	seasonal_corona	2014-02-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/02.15_0022_spike	LC331068_spike	seasonal_corona	2015-01-XX	japan	spike	oc43	beta
OC43/human/USA/912_10/1991_spike	KF530067_spike	seasonal_corona	1991-02-07	usa	spike	oc43	beta
OC43/human/USA/911_58/1991_spike	KF530091_spike	seasonal_corona	1991-01-24	usa	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/06.2013_0348_spike	LC506817_spike	seasonal_corona	2013-02-XX	japan	spike	oc43	beta
HCoV_OC43/Seattle/USA/SC9741/2016_spike	KY369907_spike	seasonal_corona	2016-XX-XX	usa	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/06.2015_0297_spike	LC506894_spike	seasonal_corona	2015-02-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/01.2011_0064_spike	LC506789_spike	seasonal_corona	2011-01-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/53.2014_2422_spike	LC506844_spike	seasonal_corona	2014-12-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/13.2015_0693_spike	LC506915_spike	seasonal_corona	2015-03-XX	japan	spike	oc43	beta
HCoV_OC43/USA/TCNP_0070/2016_spike	MF374983_spike	seasonal_corona	2016-02-01	usa	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/38.2010_2108_spike	LC506772_spike	seasonal_corona	2010-09-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/05.2015_0287_spike	LC506889_spike	seasonal_corona	2015-01-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/14.16_0684_spike	LC331080_spike	seasonal_corona	2016-04-XX	japan	spike	oc43	beta
OC43/human/USA/912_11/1991_spike	KF530082_spike	seasonal_corona	1991-02-07	usa	spike	oc43	beta
HCoV_OC43/USA/TCNP_00204/2017_spike	MF374984_spike	seasonal_corona	2017-01-03	usa	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/08.2013_0498_spike	LC506821_spike	seasonal_corona	2013-02-XX	japan	spike	oc43	beta
HCoV_OC43/Seattle/USA/SC2345/2015_spike	KY967361_spike	seasonal_corona	2015-XX-XX	usa	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/09.2017_0482_spike	LC506935_spike	seasonal_corona	2017-03-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/02.15_0076_spike	LC331069_spike	seasonal_corona	2015-01-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/43.2010_2388_spike	LC506778_spike	seasonal_corona	2010-10-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/05.2015_0233_spike	LC506882_spike	seasonal_corona	2015-01-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/03.2009_0118_spike	LC506757_spike	seasonal_corona	2009-01-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/07.2009_0536_spike	LC506761_spike	seasonal_corona	2009-02-XX	japan	spike	oc43	beta
OC43/human/USA/008_5/2000_spike	KF530092_spike	seasonal_corona	2000-08-08	usa	spike	oc43	beta
OC43/human/USA/832_27/1983_spike	KF530093_spike	seasonal_corona	1983-02-24	usa	spike	oc43	beta
OC43/human/USA/9211_43/1992_spike	KF530097_spike	seasonal_corona	1992-11-30	usa	spike	oc43	beta
HCoV_OC43/Seattle/USA/SC2476/2015_spike	KY967360_spike	seasonal_corona	2015-XX-XX	usa	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/03.15_0087_spike	LC331071_spike	seasonal_corona	2015-01-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/26.16_1049_spike	LC331088_spike	seasonal_corona	2016-06-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/45.2010_2465_spike	LC506780_spike	seasonal_corona	2010-11-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/05.2015_0230_spike	LC506880_spike	seasonal_corona	2015-01-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/07.2015_0368_spike	LC506902_spike	seasonal_corona	2015-02-XX	japan	spike	oc43	beta
HCoV_OC43/FRA_EPI/Caen/2002/03_spike	KF963232_spike	seasonal_corona	2002-03-12	france	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/43.2010_2382_spike	LC506775_spike	seasonal_corona	2010-10-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/12.2017_0642_spike	LC506940_spike	seasonal_corona	2017-03-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/05.2009_0292_spike	LC506758_spike	seasonal_corona	2009-01-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/07.2009_0469_spike	LC506760_spike	seasonal_corona	2009-02-XX	japan	spike	oc43	beta
HCoV_OC43/Seattle/USA/SC2481/2015_spike	KY983583_spike	seasonal_corona	2015-XX-XX	usa	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/07.2015_0373_spike	LC506904_spike	seasonal_corona	2015-02-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/04.2014_0225_spike	LC506825_spike	seasonal_corona	2014-01-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/14.2011_0897_spike	LC506794_spike	seasonal_corona	2011-04-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/08.2017_0379_spike	LC506930_spike	seasonal_corona	2017-02-XX	japan	spike	oc43	beta
OC43/human/USA/873_16/1987_spike	KF530077_spike	seasonal_corona	1987-03-12	usa	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/04.15_0214_spike	LC331072_spike	seasonal_corona	2015-01-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/03.2015_0093_spike	LC506848_spike	seasonal_corona	2015-01-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/05.2015_0279_spike	LC506886_spike	seasonal_corona	2015-01-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/24.16_1006_spike	LC331085_spike	seasonal_corona	2016-06-XX	japan	spike	oc43	beta
HCoV_OC43/Seattle/USA/SC0682/2019_spike	MN306036_spike	seasonal_corona	2019-XX-XX	usa	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/02.2009_0058_spike	LC506755_spike	seasonal_corona	2009-01-XX	japan	spike	oc43	beta
HCoV_OC43/Seattle/USA/SC2854/2015_spike	KY983585_spike	seasonal_corona	2015-XX-XX	usa	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/09.2017_0410_spike	LC506931_spike	seasonal_corona	2017-02-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/02.15_0083_spike	LC331070_spike	seasonal_corona	2015-01-XX	japan	spike	oc43	beta
OC43/human/USA/871_25/1987_spike	KF530085_spike	seasonal_corona	1987-01-22	usa	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/03.2015_0134_spike	LC506854_spike	seasonal_corona	2015-01-XX	japan	spike	oc43	beta
OC43/human/USA/913_29/1991_spike	KF530079_spike	seasonal_corona	1991-03-14	usa	spike	oc43	beta
OC43_KLF_01_2018_spike	MN026164_spike	seasonal_corona	2018-01-18	kenya	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/04.2015_0151_spike	LC506861_spike	seasonal_corona	2015-01-XX	japan	spike	oc43	beta
OC43/human/USA/851_15/1985_spike	KF530060_spike	seasonal_corona	1985-01-08	usa	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/46.2010_2538_spike	LC506785_spike	seasonal_corona	2010-11-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/05.2012_0283_spike	LC506803_spike	seasonal_corona	2012-02-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/09.2011_0752_spike	LC506790_spike	seasonal_corona	2011-03-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/06.2014_0370_spike	LC506829_spike	seasonal_corona	2014-02-XX	japan	spike	oc43	beta
HCoV_OC43/FRA_EPI/Caen/2001/02_spike	KF963231_spike	seasonal_corona	2001-02-07	france	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/06.2014_0371_spike	LC506830_spike	seasonal_corona	2014-02-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/46.2010_2506_spike	LC506781_spike	seasonal_corona	2010-11-XX	japan	spike	oc43	beta
OC43/human/USA/9612_48/1996_spike	KF530063_spike	seasonal_corona	1996-12-30	usa	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/13.2011_0857_spike	LC506792_spike	seasonal_corona	2011-03-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/27.2011_1525_spike	LC506800_spike	seasonal_corona	2011-07-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/24.16_1005_spike	LC331084_spike	seasonal_corona	2016-06-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/08.2014_0436_spike	LC506837_spike	seasonal_corona	2014-02-XX	japan	spike	oc43	beta
HCoV_OC43/FRA_EPI/Caen/2007/09_spike	KF963238_spike	seasonal_corona	2007-06-16	france	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/48.2017_2515_spike	LC506946_spike	seasonal_corona	2017-12-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/20.2011_1168_spike	LC506796_spike	seasonal_corona	2011-05-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/06.2015_0359_spike	LC506900_spike	seasonal_corona	2015-02-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/05.2015_0236_spike	LC506884_spike	seasonal_corona	2015-01-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/11.2009_0765_spike	LC506765_spike	seasonal_corona	2009-03-XX	japan	spike	oc43	beta
HCoV_OC43/FRA_EPI/Caen/2006/08_spike	KF963237_spike	seasonal_corona	2006-04-12	france	spike	oc43	beta
HCoV_OC43/Seattle/USA/SC2730/2015_spike	KY967359_spike	seasonal_corona	2015-XX-XX	usa	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/07.2015_0418_spike	LC506907_spike	seasonal_corona	2015-02-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/12.2017_0751_spike	LC506941_spike	seasonal_corona	2017-03-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/04.2012_0168_spike	LC506801_spike	seasonal_corona	2012-01-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/51.2017_2652_spike	LC506949_spike	seasonal_corona	2017-12-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/14.2011_0874_spike	LC506793_spike	seasonal_corona	2011-04-XX	japan	spike	oc43	beta
HCoV_OC43/Seattle/USA/SC622/2016_spike	KY369906_spike	seasonal_corona	2016-XX-XX	usa	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/06.2012_0371_spike	LC506806_spike	seasonal_corona	2012-02-XX	japan	spike	oc43	beta
